date,year,month,hr,weekday,workingday,season,weathersit,cnt,registered,casual,temp,hum,windspeed,holiday
2011-05-23,2011,May,1,Monday,1,Summer,Clear,9,5,4,22.96,88.0,7.0015,Holiday
2011-05-23,2011,May,2,Monday,1,Summer,Light Snow/Rain,5,3,2,22.96,88.0,11.0014,Holiday
2011-05-23,2011,May,3,Monday,1,Summer,Light Snow/Rain,4,4,0,22.14,94.0,11.0014,Holiday
2011-05-23,2011,May,4,Monday,1,Summer,Cloudy,4,2,2,22.14,94.0,0.0,Holiday
2011-05-23,2011,May,5,Monday,1,Summer,Cloudy,11,11,0,22.14,94.0,0.0,Holiday
2011-05-23,2011,May,6,Monday,1,Summer,Cloudy,96,92,4,22.14,100.0,0.0,Holiday
2011-05-23,2011,May,7,Monday,1,Summer,Cloudy,236,223,13,22.96,94.0,7.0015,Holiday
2011-05-23,2011,May,8,Monday,1,Summer,Clear,409,359,50,24.599999999999998,88.0,12.998000000000001,Holiday
2011-05-23,2011,May,9,Monday,1,Summer,Clear,167,131,36,24.599999999999998,88.0,15.001299999999999,Holiday
2011-05-23,2011,May,10,Monday,1,Summer,Clear,121,72,49,27.060000000000002,74.0,19.999499999999998,Holiday
2011-05-23,2011,May,11,Monday,1,Summer,Clear,180,107,73,27.880000000000003,69.0,26.0027,Holiday
2011-05-23,2011,May,12,Monday,1,Summer,Clear,204,139,65,27.880000000000003,69.0,26.0027,Holiday
2011-05-23,2011,May,13,Monday,1,Summer,Cloudy,204,155,49,30.34,57.99999999999999,27.999299999999998,Holiday
2011-05-23,2011,May,14,Monday,1,Summer,Cloudy,187,130,57,29.52,62.0,35.0008,Holiday
2011-05-23,2011,May,15,Monday,1,Summer,Cloudy,176,119,57,29.52,62.0,30.002599999999997,Holiday
2011-05-23,2011,May,16,Monday,1,Summer,Cloudy,279,223,56,29.52,62.0,19.999499999999998,Holiday
2011-05-23,2011,May,17,Monday,1,Summer,Light Snow/Rain,429,373,56,29.52,70.0,26.0027,Holiday
2011-05-23,2011,May,18,Monday,1,Summer,Clear,453,385,68,28.7,74.0,19.0012,Holiday
2011-05-23,2011,May,19,Monday,1,Summer,Clear,358,302,56,28.7,74.0,15.001299999999999,Holiday
2011-05-23,2011,May,20,Monday,1,Summer,Clear,310,271,39,26.240000000000002,83.0,15.001299999999999,Holiday
2011-05-23,2011,May,21,Monday,1,Summer,Clear,188,155,33,26.240000000000002,89.0,15.001299999999999,Holiday
2011-05-23,2011,May,22,Monday,1,Summer,Clear,131,106,25,25.419999999999998,94.0,15.001299999999999,Holiday
2011-05-23,2011,May,23,Monday,1,Summer,Cloudy,72,53,19,25.419999999999998,88.0,12.998000000000001,Holiday
2011-05-24,2011,May,0,Tuesday,1,Summer,Cloudy,35,23,12,24.599999999999998,94.0,12.998000000000001,Holiday
2011-05-24,2011,May,1,Tuesday,1,Summer,Cloudy,15,9,6,24.599999999999998,94.0,11.0014,Holiday
2011-05-24,2011,May,2,Tuesday,1,Summer,Cloudy,10,8,2,24.599999999999998,94.0,12.998000000000001,Holiday
2011-05-24,2011,May,3,Tuesday,1,Summer,Cloudy,2,2,0,23.779999999999998,94.0,7.0015,Holiday
2011-05-24,2011,May,4,Tuesday,1,Summer,Clear,4,3,1,24.599999999999998,88.0,7.0015,Holiday
2011-05-24,2011,May,5,Tuesday,1,Summer,Cloudy,24,22,2,23.779999999999998,94.0,16.997899999999998,Holiday
2011-05-24,2011,May,6,Tuesday,1,Summer,Cloudy,112,102,10,23.779999999999998,94.0,12.998000000000001,Holiday
2011-05-24,2011,May,7,Tuesday,1,Summer,Light Snow/Rain,314,288,26,26.240000000000002,78.0,12.998000000000001,Holiday
2011-05-24,2011,May,8,Tuesday,1,Summer,Light Snow/Rain,434,403,31,25.419999999999998,83.0,15.001299999999999,Holiday
2011-05-24,2011,May,9,Tuesday,1,Summer,Cloudy,138,111,27,26.240000000000002,73.0,12.998000000000001,Holiday
2011-05-24,2011,May,10,Tuesday,1,Summer,Clear,108,90,18,28.7,61.0,22.0028,Holiday
2011-05-24,2011,May,11,Tuesday,1,Summer,Clear,175,142,33,30.34,51.0,15.001299999999999,Holiday
2011-05-24,2011,May,12,Tuesday,1,Summer,Clear,170,129,41,31.16,45.0,26.0027,Holiday
2011-05-24,2011,May,13,Tuesday,1,Summer,Clear,190,152,38,31.98,46.0,16.997899999999998,Holiday
2011-05-24,2011,May,14,Tuesday,1,Summer,Clear,153,126,27,31.98,46.0,19.0012,Holiday
2011-05-24,2011,May,15,Tuesday,1,Summer,Light Snow/Rain,188,129,59,30.34,55.00000000000001,27.999299999999998,Holiday
2011-05-24,2011,May,16,Tuesday,1,Summer,Clear,277,225,52,27.060000000000002,69.0,12.998000000000001,Holiday
2011-05-24,2011,May,17,Tuesday,1,Summer,Clear,548,492,56,28.7,61.0,7.0015,Holiday
2011-05-24,2011,May,18,Tuesday,1,Summer,Clear,564,490,74,28.7,70.0,12.998000000000001,Holiday
2011-05-24,2011,May,19,Tuesday,1,Summer,Clear,355,310,45,27.060000000000002,74.0,12.998000000000001,Holiday
2011-05-24,2011,May,20,Tuesday,1,Summer,Clear,280,241,39,27.060000000000002,74.0,6.0032,Holiday
2011-05-24,2011,May,21,Tuesday,1,Summer,Clear,189,168,21,26.240000000000002,78.0,6.0032,Holiday
2011-05-24,2011,May,22,Tuesday,1,Summer,Light Snow/Rain,141,115,26,25.419999999999998,88.0,15.001299999999999,Holiday
2011-05-24,2011,May,23,Tuesday,1,Summer,Light Snow/Rain,66,53,13,27.060000000000002,74.0,11.0014,Holiday
2011-05-25,2011,May,0,Wednesday,1,Summer,Light Snow/Rain,35,32,3,24.599999999999998,83.0,15.001299999999999,Holiday
2011-05-25,2011,May,1,Wednesday,1,Summer,Light Snow/Rain,8,2,6,23.779999999999998,83.0,12.998000000000001,Holiday
2011-05-25,2011,May,2,Wednesday,1,Summer,Cloudy,8,8,0,22.96,94.0,0.0,Holiday
2011-05-25,2011,May,3,Wednesday,1,Summer,Clear,9,9,0,22.14,100.0,8.9981,Holiday
2011-05-25,2011,May,4,Wednesday,1,Summer,Clear,3,3,0,22.14,100.0,7.0015,Holiday
2011-05-25,2011,May,5,Wednesday,1,Summer,Clear,25,23,2,22.96,88.0,6.0032,Holiday
2011-05-25,2011,May,6,Wednesday,1,Summer,Clear,117,113,4,22.96,94.0,6.0032,Holiday
2011-05-25,2011,May,7,Wednesday,1,Summer,Clear,313,284,29,25.419999999999998,73.0,8.9981,Holiday
2011-05-25,2011,May,8,Wednesday,1,Summer,Clear,531,495,36,26.240000000000002,69.0,15.001299999999999,Holiday
2011-05-25,2011,May,9,Wednesday,1,Summer,Clear,234,207,27,27.880000000000003,65.0,6.0032,Holiday
2011-05-25,2011,May,10,Wednesday,1,Summer,Clear,135,105,30,28.7,61.0,6.0032,Holiday
2011-05-25,2011,May,11,Wednesday,1,Summer,Clear,140,104,36,30.34,51.0,6.0032,Holiday
2011-05-25,2011,May,12,Wednesday,1,Summer,Clear,210,178,32,30.34,55.00000000000001,8.9981,Holiday
2011-05-25,2011,May,13,Wednesday,1,Summer,Clear,202,163,39,30.34,55.00000000000001,8.9981,Holiday
2011-05-25,2011,May,14,Wednesday,1,Summer,Clear,168,121,47,30.34,55.00000000000001,11.0014,Holiday
2011-05-25,2011,May,15,Wednesday,1,Summer,Clear,182,145,37,31.16,52.0,16.997899999999998,Holiday
2011-05-25,2011,May,16,Wednesday,1,Summer,Clear,299,238,61,30.34,51.0,19.0012,Holiday
2011-05-25,2011,May,17,Wednesday,1,Summer,Clear,601,524,77,30.34,51.0,15.001299999999999,Holiday
2011-05-25,2011,May,18,Wednesday,1,Summer,Clear,517,451,66,29.52,57.99999999999999,15.001299999999999,Holiday
2011-05-25,2011,May,19,Wednesday,1,Summer,Clear,405,332,73,28.7,61.0,8.9981,Holiday
2011-05-25,2011,May,20,Wednesday,1,Summer,Clear,340,284,56,28.7,61.0,11.0014,Holiday
2011-05-25,2011,May,21,Wednesday,1,Summer,Clear,236,203,33,27.060000000000002,69.0,8.9981,Holiday
2011-05-25,2011,May,22,Wednesday,1,Summer,Clear,174,140,34,27.060000000000002,69.0,16.997899999999998,Holiday
2011-05-25,2011,May,23,Wednesday,1,Summer,Clear,86,74,12,26.240000000000002,73.0,8.9981,Holiday
2011-05-26,2011,May,0,Thursday,1,Summer,Clear,45,34,11,26.240000000000002,73.0,8.9981,Holiday
2011-05-26,2011,May,1,Thursday,1,Summer,Clear,16,13,3,26.240000000000002,73.0,8.9981,Holiday
2011-05-26,2011,May,2,Thursday,1,Summer,Clear,14,7,7,25.419999999999998,83.0,7.0015,Holiday
2011-05-26,2011,May,3,Thursday,1,Summer,Clear,4,4,0,24.599999999999998,88.0,6.0032,Holiday
2011-05-26,2011,May,4,Thursday,1,Summer,Clear,2,2,0,24.599999999999998,88.0,0.0,Holiday
2011-05-26,2011,May,5,Thursday,1,Summer,Cloudy,27,25,2,24.599999999999998,88.0,6.0032,Holiday
2011-05-26,2011,May,6,Thursday,1,Summer,Cloudy,98,94,4,24.599999999999998,100.0,6.0032,Holiday
2011-05-26,2011,May,7,Thursday,1,Summer,Cloudy,286,270,16,25.419999999999998,94.0,16.997899999999998,Holiday
2011-05-26,2011,May,8,Thursday,1,Summer,Cloudy,489,458,31,27.060000000000002,83.0,11.0014,Holiday
2011-05-26,2011,May,9,Thursday,1,Summer,Clear,216,194,22,29.52,70.0,11.0014,Holiday
2011-05-26,2011,May,10,Thursday,1,Summer,Clear,143,94,49,28.7,74.0,19.0012,Holiday
2011-05-26,2011,May,11,Thursday,1,Summer,Clear,160,124,36,30.34,66.0,15.001299999999999,Holiday
2011-05-26,2011,May,12,Thursday,1,Summer,Clear,194,141,53,31.98,59.0,22.0028,Holiday
2011-05-26,2011,May,13,Thursday,1,Summer,Clear,197,145,52,33.62,52.0,19.0012,Holiday
2011-05-26,2011,May,14,Thursday,1,Summer,Clear,189,145,44,33.62,52.0,19.0012,Holiday
2011-05-26,2011,May,15,Thursday,1,Summer,Cloudy,141,101,40,33.62,46.0,19.0012,Holiday
2011-05-26,2011,May,16,Thursday,1,Summer,Cloudy,291,233,58,32.800000000000004,49.0,23.9994,Holiday
2011-05-26,2011,May,17,Thursday,1,Summer,Clear,494,445,49,32.800000000000004,46.0,19.0012,Holiday
2011-05-26,2011,May,18,Thursday,1,Summer,Clear,478,404,74,32.800000000000004,46.0,22.0028,Holiday
2011-05-26,2011,May,19,Thursday,1,Summer,Clear,378,311,67,31.98,46.0,22.0028,Holiday
2011-05-26,2011,May,20,Thursday,1,Summer,Clear,322,267,55,29.52,57.99999999999999,11.0014,Holiday
2011-05-26,2011,May,21,Thursday,1,Summer,Clear,223,178,45,29.52,62.0,6.0032,Holiday
2011-05-26,2011,May,22,Thursday,1,Summer,Clear,180,157,23,28.7,65.0,8.9981,Holiday
2011-05-26,2011,May,23,Thursday,1,Summer,Clear,90,73,17,28.7,65.0,12.998000000000001,Holiday
2011-05-27,2011,May,0,Friday,1,Summer,Clear,69,55,14,27.880000000000003,69.0,16.997899999999998,Holiday
2011-05-27,2011,May,1,Friday,1,Summer,Clear,50,36,14,28.7,57.99999999999999,19.999499999999998,Holiday
2011-05-27,2011,May,2,Friday,1,Summer,Clear,18,12,6,27.880000000000003,61.0,15.001299999999999,Holiday
2011-05-27,2011,May,3,Friday,1,Summer,Clear,12,11,1,27.060000000000002,65.0,6.0032,Holiday
2011-05-27,2011,May,4,Friday,1,Summer,Clear,7,5,2,26.240000000000002,69.0,8.9981,Holiday
2011-05-27,2011,May,5,Friday,1,Summer,Clear,31,29,2,26.240000000000002,65.0,19.0012,Holiday
2011-05-27,2011,May,6,Friday,1,Summer,Clear,81,73,8,26.240000000000002,69.0,6.0032,Holiday
2011-05-27,2011,May,7,Friday,1,Summer,Clear,249,229,20,26.240000000000002,73.0,11.0014,Holiday
2011-05-27,2011,May,8,Friday,1,Summer,Clear,418,393,25,27.060000000000002,74.0,19.0012,Holiday
2011-05-27,2011,May,9,Friday,1,Summer,Clear,227,190,37,28.7,65.0,19.0012,Holiday
2011-05-27,2011,May,10,Friday,1,Summer,Clear,153,111,42,29.52,54.0,26.0027,Holiday
2011-05-27,2011,May,11,Friday,1,Summer,Cloudy,166,126,40,30.34,55.00000000000001,22.0028,Holiday
2011-05-27,2011,May,12,Friday,1,Summer,Cloudy,243,190,53,31.16,55.00000000000001,19.999499999999998,Holiday
2011-05-27,2011,May,13,Friday,1,Summer,Clear,209,158,51,30.34,57.99999999999999,12.998000000000001,Holiday
2011-05-27,2011,May,14,Friday,1,Summer,Clear,239,188,51,31.16,55.00000000000001,16.997899999999998,Holiday
2011-05-27,2011,May,15,Friday,1,Summer,Clear,356,258,98,31.98,49.0,19.0012,Holiday
2011-05-27,2011,May,16,Friday,1,Summer,Cloudy,419,356,63,31.16,55.00000000000001,26.0027,Holiday
2011-05-27,2011,May,17,Friday,1,Summer,Clear,491,414,77,30.34,57.99999999999999,26.0027,Holiday
2011-05-27,2011,May,18,Friday,1,Summer,Cloudy,399,310,89,29.52,62.0,19.999499999999998,Holiday
2011-05-27,2011,May,19,Friday,1,Summer,Light Snow/Rain,279,210,69,24.599999999999998,78.0,16.997899999999998,Holiday
2011-05-27,2011,May,20,Friday,1,Summer,Cloudy,144,120,24,25.419999999999998,73.0,15.001299999999999,Holiday
2011-05-27,2011,May,21,Friday,1,Summer,Clear,151,114,37,24.599999999999998,83.0,7.0015,Holiday
2011-05-27,2011,May,22,Friday,1,Summer,Clear,141,116,25,24.599999999999998,78.0,8.9981,Holiday
2011-05-27,2011,May,23,Friday,1,Summer,Clear,127,104,23,23.779999999999998,88.0,8.9981,Holiday
2011-05-28,2011,May,0,Saturday,0,Summer,Clear,94,79,15,23.779999999999998,88.0,8.9981,Holiday
2011-05-28,2011,May,1,Saturday,0,Summer,Clear,55,47,8,23.779999999999998,88.0,12.998000000000001,Holiday
2011-05-28,2011,May,2,Saturday,0,Summer,Clear,48,35,13,22.96,94.0,12.998000000000001,Holiday
2011-05-28,2011,May,3,Saturday,0,Summer,Clear,15,13,2,22.96,88.0,15.001299999999999,Holiday
2011-05-28,2011,May,4,Saturday,0,Summer,Clear,4,4,0,22.96,88.0,16.997899999999998,Holiday
2011-05-28,2011,May,5,Saturday,0,Summer,Clear,7,3,4,22.96,88.0,15.001299999999999,Holiday
2011-05-28,2011,May,6,Saturday,0,Summer,Clear,19,16,3,23.779999999999998,83.0,16.997899999999998,Holiday
2011-05-28,2011,May,7,Saturday,0,Summer,Clear,50,33,17,24.599999999999998,83.0,16.997899999999998,Holiday
2011-05-28,2011,May,8,Saturday,0,Summer,Clear,102,75,27,25.419999999999998,78.0,12.998000000000001,Holiday
2011-05-28,2011,May,9,Saturday,0,Summer,Clear,177,116,61,26.240000000000002,73.0,16.997899999999998,Holiday
2011-05-28,2011,May,10,Saturday,0,Summer,Clear,276,166,110,28.7,65.0,15.001299999999999,Holiday
2011-05-28,2011,May,11,Saturday,0,Summer,Clear,349,178,171,28.7,65.0,15.001299999999999,Holiday
2011-05-28,2011,May,12,Saturday,0,Summer,Clear,358,213,145,29.52,57.99999999999999,16.997899999999998,Holiday
2011-05-28,2011,May,13,Saturday,0,Summer,Clear,385,217,168,29.52,62.0,15.001299999999999,Holiday
2011-05-28,2011,May,14,Saturday,0,Summer,Clear,382,210,172,30.34,57.99999999999999,15.001299999999999,Holiday
2011-05-28,2011,May,15,Saturday,0,Summer,Clear,374,187,187,30.34,55.00000000000001,15.001299999999999,Holiday
2011-05-28,2011,May,16,Saturday,0,Summer,Clear,402,201,201,31.16,55.00000000000001,19.0012,Holiday
2011-05-28,2011,May,17,Saturday,0,Summer,Clear,341,161,180,30.34,55.00000000000001,19.999499999999998,Holiday
2011-05-28,2011,May,18,Saturday,0,Summer,Clear,385,212,173,29.52,62.0,16.997899999999998,Holiday
2011-05-28,2011,May,19,Saturday,0,Summer,Clear,252,153,99,28.7,65.0,12.998000000000001,Holiday
2011-05-28,2011,May,20,Saturday,0,Summer,Clear,196,128,68,28.7,65.0,15.001299999999999,Holiday
2011-05-28,2011,May,21,Saturday,0,Summer,Clear,201,114,87,27.060000000000002,74.0,19.999499999999998,Holiday
2011-05-28,2011,May,22,Saturday,0,Summer,Clear,161,115,46,27.060000000000002,78.0,15.001299999999999,Holiday
2011-05-28,2011,May,23,Saturday,0,Summer,Clear,125,81,44,26.240000000000002,83.0,12.998000000000001,Holiday
2011-05-29,2011,May,0,Sunday,0,Summer,Clear,83,51,32,26.240000000000002,83.0,15.001299999999999,Holiday
2011-05-29,2011,May,1,Sunday,0,Summer,Clear,66,49,17,25.419999999999998,88.0,11.0014,Holiday
2011-05-29,2011,May,2,Sunday,0,Summer,Clear,61,49,12,25.419999999999998,88.0,7.0015,Holiday
2011-05-29,2011,May,3,Sunday,0,Summer,Clear,26,24,2,25.419999999999998,88.0,7.0015,Holiday
2011-05-29,2011,May,4,Sunday,0,Summer,Clear,23,10,13,24.599999999999998,88.0,6.0032,Holiday
2011-05-29,2011,May,5,Sunday,0,Summer,Clear,6,3,3,24.599999999999998,94.0,11.0014,Holiday
2011-05-29,2011,May,6,Sunday,0,Summer,Cloudy,15,10,5,25.419999999999998,88.0,12.998000000000001,Holiday
2011-05-29,2011,May,7,Sunday,0,Summer,Cloudy,30,17,13,25.419999999999998,88.0,16.997899999999998,Holiday
2011-05-29,2011,May,8,Sunday,0,Summer,Cloudy,96,62,34,25.419999999999998,88.0,15.001299999999999,Holiday
2011-05-29,2011,May,9,Sunday,0,Summer,Cloudy,152,78,74,25.419999999999998,94.0,16.997899999999998,Holiday
2011-05-29,2011,May,10,Sunday,0,Summer,Cloudy,251,121,130,27.060000000000002,83.0,15.001299999999999,Holiday
2011-05-29,2011,May,11,Sunday,0,Summer,Cloudy,319,180,139,27.060000000000002,83.0,19.0012,Holiday
2011-05-29,2011,May,12,Sunday,0,Summer,Cloudy,402,186,216,28.7,74.0,15.001299999999999,Holiday
2011-05-29,2011,May,13,Sunday,0,Summer,Clear,418,181,237,29.52,70.0,19.0012,Holiday
2011-05-29,2011,May,14,Sunday,0,Summer,Clear,351,168,183,30.34,70.0,19.0012,Holiday
2011-05-29,2011,May,15,Sunday,0,Summer,Clear,376,155,221,30.34,70.0,19.999499999999998,Holiday
2011-05-29,2011,May,16,Sunday,0,Summer,Clear,361,167,194,30.34,70.0,19.0012,Holiday
2011-05-29,2011,May,17,Sunday,0,Summer,Clear,383,169,214,30.34,70.0,19.0012,Holiday
2011-05-29,2011,May,18,Sunday,0,Summer,Clear,328,177,151,29.52,74.0,19.0012,Holiday
2011-05-29,2011,May,19,Sunday,0,Summer,Clear,287,146,141,29.52,74.0,16.997899999999998,Holiday
2011-05-29,2011,May,20,Sunday,0,Summer,Clear,219,128,91,28.7,79.0,12.998000000000001,Holiday
2011-05-29,2011,May,21,Sunday,0,Summer,Clear,229,122,107,27.880000000000003,83.0,11.0014,Holiday
2011-05-29,2011,May,22,Sunday,0,Summer,Clear,171,93,78,27.060000000000002,89.0,8.9981,Holiday
2011-05-29,2011,May,23,Sunday,0,Summer,Clear,135,87,48,27.060000000000002,89.0,11.0014,Holiday
2011-05-30,2011,May,0,Monday,0,Summer,Clear,103,65,38,26.240000000000002,94.0,12.998000000000001,Not On Holiday
2011-05-30,2011,May,1,Monday,0,Summer,Clear,79,53,26,26.240000000000002,94.0,8.9981,Not On Holiday
2011-05-30,2011,May,2,Monday,0,Summer,Clear,45,28,17,26.240000000000002,94.0,12.998000000000001,Not On Holiday
2011-05-30,2011,May,3,Monday,0,Summer,Clear,18,8,10,26.240000000000002,94.0,12.998000000000001,Not On Holiday
2011-05-30,2011,May,4,Monday,0,Summer,Clear,6,4,2,25.419999999999998,94.0,11.0014,Not On Holiday
2011-05-30,2011,May,5,Monday,0,Summer,Cloudy,7,6,1,25.419999999999998,94.0,7.0015,Not On Holiday
2011-05-30,2011,May,6,Monday,0,Summer,Cloudy,16,10,6,26.240000000000002,94.0,6.0032,Not On Holiday
2011-05-30,2011,May,7,Monday,0,Summer,Cloudy,31,19,12,26.240000000000002,94.0,0.0,Not On Holiday
2011-05-30,2011,May,8,Monday,0,Summer,Cloudy,94,58,36,27.060000000000002,89.0,7.0015,Not On Holiday
2011-05-30,2011,May,9,Monday,0,Summer,Clear,128,81,47,29.52,74.0,6.0032,Not On Holiday
2011-05-30,2011,May,10,Monday,0,Summer,Clear,269,153,116,32.800000000000004,55.00000000000001,16.997899999999998,Not On Holiday
2011-05-30,2011,May,11,Monday,0,Summer,Clear,321,168,153,33.62,52.0,0.0,Not On Holiday
2011-05-30,2011,May,12,Monday,0,Summer,Clear,366,187,179,35.26,47.0,7.0015,Not On Holiday
2011-05-30,2011,May,13,Monday,0,Summer,Clear,350,217,133,35.26,44.0,6.0032,Not On Holiday
2011-05-30,2011,May,14,Monday,0,Summer,Clear,327,185,142,36.08,39.0,0.0,Not On Holiday
2011-05-30,2011,May,15,Monday,0,Summer,Clear,311,179,132,36.08,39.0,16.997899999999998,Not On Holiday
2011-05-30,2011,May,16,Monday,0,Summer,Clear,309,208,101,36.08,37.0,19.0012,Not On Holiday
2011-05-30,2011,May,17,Monday,0,Summer,Clear,304,202,102,35.26,41.0,15.001299999999999,Not On Holiday
2011-05-30,2011,May,18,Monday,0,Summer,Clear,249,172,77,35.26,41.0,11.0014,Not On Holiday
2011-05-30,2011,May,19,Monday,0,Summer,Cloudy,225,157,68,21.32,48.0,7.0015,Not On Holiday
2011-05-30,2011,May,20,Monday,0,Summer,Clear,237,168,69,31.16,57.99999999999999,0.0,Not On Holiday
2011-05-30,2011,May,21,Monday,0,Summer,Clear,149,107,42,30.34,70.0,8.9981,Not On Holiday
2011-05-30,2011,May,22,Monday,0,Summer,Clear,106,80,26,29.52,74.0,11.0014,Not On Holiday
2011-05-30,2011,May,23,Monday,0,Summer,Clear,48,34,14,28.7,84.0,7.0015,Not On Holiday
2011-05-31,2011,May,0,Tuesday,1,Summer,Clear,29,20,9,28.7,79.0,6.0032,Holiday
2011-05-31,2011,May,1,Tuesday,1,Summer,Clear,17,9,8,27.880000000000003,89.0,6.0032,Holiday
2011-05-31,2011,May,2,Tuesday,1,Summer,Cloudy,12,7,5,27.060000000000002,94.0,8.9981,Holiday
2011-05-31,2011,May,3,Tuesday,1,Summer,Cloudy,4,3,1,26.240000000000002,94.0,0.0,Holiday
2011-05-31,2011,May,4,Tuesday,1,Summer,Clear,3,3,0,27.060000000000002,83.0,6.0032,Holiday
2011-05-31,2011,May,5,Tuesday,1,Summer,Clear,26,26,0,27.060000000000002,83.0,6.0032,Holiday
2011-05-31,2011,May,6,Tuesday,1,Summer,Clear,109,98,11,27.880000000000003,79.0,6.0032,Holiday
2011-05-31,2011,May,7,Tuesday,1,Summer,Clear,235,219,16,30.34,66.0,7.0015,Holiday
2011-05-31,2011,May,8,Tuesday,1,Summer,Clear,406,372,34,31.98,59.0,8.9981,Holiday
2011-05-31,2011,May,9,Tuesday,1,Summer,Clear,175,153,22,32.800000000000004,55.00000000000001,8.9981,Holiday
2011-05-31,2011,May,10,Tuesday,1,Summer,Clear,109,72,37,33.62,56.00000000000001,8.9981,Holiday
2011-05-31,2011,May,11,Tuesday,1,Summer,Clear,106,78,28,35.26,47.0,0.0,Holiday
2011-05-31,2011,May,12,Tuesday,1,Summer,Clear,162,125,37,35.26,47.0,8.9981,Holiday
2011-05-31,2011,May,13,Tuesday,1,Summer,Clear,147,110,37,36.9,39.0,11.0014,Holiday
2011-05-31,2011,May,14,Tuesday,1,Summer,Clear,140,99,41,36.9,37.0,0.0,Holiday
2011-05-31,2011,May,15,Tuesday,1,Summer,Clear,175,133,42,36.9,37.0,11.0014,Holiday
2011-05-31,2011,May,16,Tuesday,1,Summer,Clear,249,205,44,36.9,39.0,8.9981,Holiday
2011-05-31,2011,May,17,Tuesday,1,Summer,Clear,495,428,67,34.44,53.0,15.001299999999999,Holiday
2011-05-31,2011,May,18,Tuesday,1,Summer,Clear,417,362,55,34.44,53.0,12.998000000000001,Holiday
2011-05-31,2011,May,19,Tuesday,1,Summer,Clear,285,246,39,31.98,62.0,7.0015,Holiday
2011-05-31,2011,May,20,Tuesday,1,Summer,Clear,251,213,38,31.98,62.0,7.0015,Holiday
2011-05-31,2011,May,21,Tuesday,1,Summer,Clear,210,165,45,31.16,66.0,7.0015,Holiday
2011-05-31,2011,May,22,Tuesday,1,Summer,Clear,159,117,42,30.34,70.0,11.0014,Holiday
2011-05-31,2011,May,23,Tuesday,1,Summer,Clear,61,46,15,29.52,79.0,6.0032,Holiday
2011-06-01,2011,Jun,0,Wednesday,1,Summer,Clear,34,25,9,28.7,79.0,11.0014,Holiday
2011-06-01,2011,Jun,1,Wednesday,1,Summer,Clear,17,9,8,28.7,84.0,16.997899999999998,Holiday
2011-06-01,2011,Jun,2,Wednesday,1,Summer,Clear,3,3,0,28.7,79.0,11.0014,Holiday
2011-06-01,2011,Jun,3,Wednesday,1,Summer,Clear,6,6,0,27.880000000000003,89.0,12.998000000000001,Holiday
2011-06-01,2011,Jun,4,Wednesday,1,Summer,Cloudy,4,4,0,27.880000000000003,89.0,15.001299999999999,Holiday
2011-06-01,2011,Jun,5,Wednesday,1,Summer,Cloudy,21,19,2,27.060000000000002,89.0,6.0032,Holiday
2011-06-01,2011,Jun,6,Wednesday,1,Summer,Cloudy,128,121,7,27.880000000000003,89.0,6.0032,Holiday
2011-06-01,2011,Jun,7,Wednesday,1,Summer,Cloudy,284,265,19,28.7,79.0,11.0014,Holiday
2011-06-01,2011,Jun,8,Wednesday,1,Summer,Cloudy,454,417,37,29.52,79.0,12.998000000000001,Holiday
2011-06-01,2011,Jun,9,Wednesday,1,Summer,Cloudy,207,173,34,30.34,74.0,15.001299999999999,Holiday
2011-06-01,2011,Jun,10,Wednesday,1,Summer,Cloudy,115,84,31,31.16,75.0,16.997899999999998,Holiday
2011-06-01,2011,Jun,11,Wednesday,1,Summer,Cloudy,112,86,26,33.62,59.0,15.001299999999999,Holiday
2011-06-01,2011,Jun,12,Wednesday,1,Summer,Clear,169,137,32,35.26,53.0,0.0,Holiday
2011-06-01,2011,Jun,13,Wednesday,1,Summer,Clear,154,125,29,36.9,37.0,12.998000000000001,Holiday
2011-06-01,2011,Jun,14,Wednesday,1,Summer,Clear,145,105,40,36.9,37.0,16.997899999999998,Holiday
2011-06-01,2011,Jun,15,Wednesday,1,Summer,Clear,152,127,25,36.9,39.0,19.999499999999998,Holiday
2011-06-01,2011,Jun,16,Wednesday,1,Summer,Clear,266,227,39,35.26,47.0,19.999499999999998,Holiday
2011-06-01,2011,Jun,17,Wednesday,1,Summer,Clear,486,434,52,35.26,47.0,19.999499999999998,Holiday
2011-06-01,2011,Jun,18,Wednesday,1,Summer,Light Snow/Rain,309,278,31,33.62,56.00000000000001,26.0027,Holiday
2011-06-01,2011,Jun,19,Wednesday,1,Summer,Cloudy,264,248,16,30.34,79.0,11.0014,Holiday
2011-06-01,2011,Jun,20,Wednesday,1,Summer,Cloudy,256,233,23,30.34,79.0,16.997899999999998,Holiday
2011-06-01,2011,Jun,21,Wednesday,1,Summer,Clear,190,161,29,30.34,70.0,19.0012,Holiday
2011-06-01,2011,Jun,22,Wednesday,1,Summer,Clear,129,115,14,30.34,66.0,8.9981,Holiday
2011-06-01,2011,Jun,23,Wednesday,1,Summer,Clear,69,59,10,30.34,51.0,11.0014,Holiday
2011-06-02,2011,Jun,0,Thursday,1,Summer,Clear,42,31,11,30.34,40.0,23.9994,Holiday
2011-06-02,2011,Jun,1,Thursday,1,Summer,Clear,15,12,3,29.52,38.0,7.0015,Holiday
2011-06-02,2011,Jun,2,Thursday,1,Summer,Clear,6,6,0,28.7,39.0,0.0,Holiday
